trans_id,transactions,customer_age
543,"frankfurter,tropical fruit,pip fruit,curd,UHT-milk,hard cheese,domestic eggs,rolls/buns,hygiene articles,napkins,shopping bags",62
544,other vegetables,22
545,"yogurt,fruit/vegetable juice,newspapers",64
546,"sausage,whole milk,yogurt,brown bread,cereals,bottled water,soda",59
547,whole milk,38
548,"pip fruit,whole milk,curd,pastry,bottled water",56
549,whole milk,42
550,"root vegetables,other vegetables",16
551,"onions,fruit/vegetable juice",72
552,specialty chocolate,61
553,"hamburger meat,domestic eggs",47
554,photo/film,46
555,"rolls/buns,soda,snack products,newspapers",38
556,canned beer,75
557,canned beer,24
558,"other vegetables,curd,frozen meals,frozen potato products,soda,bottled beer,kitchen towels,candles",65
559,canned beer,47
560,"curd,whipped/sour cream,rolls/buns,zwieback,spices",41
561,"butter,fruit/vegetable juice,newspapers",25
562,"other vegetables,whole milk,yogurt,domestic eggs,bottled water,soda",25
563,whole milk,41
564,"beef,tropical fruit,herbs,whole milk,curd,yogurt,whipped/sour cream,sliced cheese",66
565,"sausage,rolls/buns",73
566,soda,47
567,"fruit/vegetable juice,long life bakery product",33
568,"rolls/buns,coffee,long life bakery product,detergent,shopping bags",73
569,"pip fruit,whole milk,bottled water,candy",27
570,"frozen vegetables,bottled beer,liquor (appetizer),chewing gum,napkins,newspapers",26
571,beverages,53
572,"hamburger meat,root vegetables,other vegetables,domestic eggs,roll products ,oil,margarine,hygiene articles",51
573,"root vegetables,other vegetables,whole milk,yogurt,fruit/vegetable juice,white wine",79
574,canned beer,17
575,"frozen vegetables,bottled beer",73
576,canned beer,60
577,newspapers,63
578,rolls/buns,19
579,"hamburger meat,UHT-milk,salty snack",23
580,"pip fruit,whole milk,curd,rum",41
581,canned beer,47
582,"grapes,root vegetables,frozen vegetables,domestic eggs,white wine",61
583,"root vegetables,packaged fruit/vegetables,butter,whipped/sour cream,rolls/buns",64
584,"citrus fruit,frozen vegetables,rolls/buns,canned beer,salty snack",24
585,"cling film/bags,pot plants",64
586,"frankfurter,whole milk,rolls/buns,margarine,baking powder,bottled beer",73
587,"whole milk,red/blush wine",26
588,"pork,tropical fruit,whole milk,curd,yogurt,hard cheese,frozen meals,frozen dessert,domestic eggs,cereals,baking powder,fruit/vegetable juice,soap",25
589,"chicken,pastry",74
590,"sausage,dish cleaner,dishes",71
591,specialty bar,23
592,"whipped/sour cream,pastry,specialty bar",34
593,"root vegetables,brown bread",65
594,"rolls/buns,soda",58
595,"other vegetables,bottled beer,red/blush wine",28
596,"citrus fruit,tropical fruit,berries,root vegetables,other vegetables,whole milk,butter,bottled water,rubbing alcohol,hygiene articles,napkins",23
597,"whole milk,processed cheese,brown bread,pastry,soda",61
598,"frankfurter,sausage,tropical fruit,root vegetables,whole milk,yogurt,rolls/buns,pastry,candy",30
599,"coffee,long life bakery product",44
600,"ham,rolls/buns,white wine",57
601,canned beer,29
602,canned beer,37
603,canned beer,75
604,"pip fruit,whole milk,canned fish",24
605,"pork,pip fruit,other vegetables,whole milk,curd,white bread,sugar,bottled water,soda",25
606,soap,42
607,"pip fruit,butter,frozen meals,pasta,bottled water",47
608,"beef,hamburger meat,citrus fruit,whole milk,mustard,soap",27
609,"sausage,meat,other vegetables,whole milk,yogurt,rolls/buns,soda,bottled beer,chocolate,newspapers",70
610,frozen chicken,33
611,soda,16
612,"tropical fruit,curd,yogurt,rolls/buns,brown bread,bottled water,bottled beer,seasonal products",51
613,other vegetables,69
614,"beef,citrus fruit,curd,rolls/buns,oil,margarine,specialty bar,detergent,newspapers",49
615,"meat,pork,beef,citrus fruit,root vegetables,other vegetables,whole milk,pickled vegetables",25
616,"meat,hamburger meat,root vegetables,packaged fruit/vegetables,whole milk,butter,newspapers",40
617,"bottled water,soda,red/blush wine,long life bakery product,newspapers",53
618,rolls/buns,42
619,"pastry,canned beer",68
620,"pork,whole milk,pastry,sauces",33
621,"pip fruit,sliced cheese,pastry,white wine,light bulbs,newspapers",18
622,"beef,citrus fruit,tropical fruit,yogurt,UHT-milk,frozen vegetables,rolls/buns,bottled water,skin care",64
623,"beef,citrus fruit,berries,brown bread,sugar,coffee,kitchen towels",28
624,"rolls/buns,spices",54
625,"citrus fruit,tropical fruit,herbs,whole milk,butter,curd,whipped/sour cream,frozen vegetables,canned vegetables,misc. beverages",51
626,"meat,beef,herbs,whole milk,frozen dessert,rolls/buns,semi-finished bread,flour,oil,coffee,pot plants",43
627,"beverages,pastry,bottled water",57
628,"beef,citrus fruit,other vegetables,rolls/buns",75
629,"ham,whole milk,white bread,margarine,hair spray",34
630,"hamburger meat,whole milk,oil,ketchup,soups,Instant food products,canned fish,coffee,bottled beer,hygiene articles,newspapers",62
631,"beef,citrus fruit,other vegetables,butter milk,sliced cheese,processed cheese,rolls/buns,margarine,bottled water,fruit/vegetable juice",18
632,"beef,citrus fruit,whole milk,domestic eggs,rolls/buns,pastry,roll products ,tea,fruit/vegetable juice",69
633,"root vegetables,whole milk,detergent",22
634,"citrus fruit,tropical fruit,grapes,other vegetables,frozen vegetables,pickled vegetables,fruit/vegetable juice,liquor,rum,liquor (appetizer),candy,cling film/bags",39
635,"yogurt,bottled water",54
636,"tropical fruit,root vegetables,other vegetables,whipped/sour cream,brown bread,canned fish,long life bakery product",33
637,"frankfurter,root vegetables,newspapers",54
638,"beef,other vegetables,whole milk,brown bread,pastry,salty snack,abrasive cleaner,shopping bags",18
639,shopping bags,64
640,canned beer,50
641,"rolls/buns,canned beer",54
642,"other vegetables,rolls/buns,meat spreads,bottled water,soda,misc. beverages,waffles,chocolate,candy",33
643,"hamburger meat,other vegetables,yogurt,rolls/buns,bottled water",41
644,"hamburger meat,citrus fruit,root vegetables,rolls/buns,Instant food products,canned fish,bottled water,soda,fruit/vegetable juice,napkins",36
645,"frankfurter,sausage,domestic eggs,soda,chewing gum,shopping bags",57
646,bottled beer,39
647,"tropical fruit,domestic eggs,rolls/buns,pastry",40
648,soda,62
649,"frankfurter,root vegetables,onions,other vegetables,white bread,canned beer",29
650,"chicken,hamburger meat,herbs,whipped/sour cream,soups,soda,canned beer,dish cleaner,napkins,cling film/bags",64
651,"coffee,soda",73
652,whole milk,66
653,margarine,50
654,"tropical fruit,other vegetables",57
655,"meat,other vegetables",59
656,"cream cheese ,bottled water,canned beer",53
657,newspapers,38
658,"rolls/buns,pastry,newspapers",44
659,"citrus fruit,other vegetables,whole milk,curd,yogurt,potato products,fruit/vegetable juice,long life bakery product",56
660,"whole milk,rolls/buns,detergent",23
661,"frankfurter,citrus fruit,butter milk,UHT-milk,rolls/buns,female sanitary products,shopping bags",53
662,"ham,other vegetables,butter,whipped/sour cream,sugar,soda",28
663,"frankfurter,citrus fruit,bottled beer,salty snack",17
664,"sausage,onions,curd,yogurt,domestic eggs,coffee",27
665,domestic eggs,78
666,"whole milk,domestic eggs,rolls/buns,soda",19
667,"rolls/buns,bottled beer,newspapers",37
668,"whole milk,hard cheese,chocolate marshmallow",26
669,"sausage,root vegetables,other vegetables,rolls/buns,soda",32
670,"curd,butter milk,yogurt,beverages",49
671,bottled water,62
672,beef,24
673,"frankfurter,hamburger meat,whole milk,rolls/buns,potato products,mustard,coffee,waffles,chocolate marshmallow,soap,newspapers",77
674,"chicken,butter,newspapers",69
675,"sausage,meat,tropical fruit,pip fruit,pastry,sugar,coffee,candles,pot plants",75
676,"pork,whole milk,whipped/sour cream,beverages",75
677,"yogurt,pastry,coffee",38
678,"whole milk,sliced cheese,margarine,cat food,detergent,dishes,shopping bags",29
679,"frankfurter,ham,whole milk,yogurt,rolls/buns,pastry,vinegar,sugar,soda,fruit/vegetable juice,napkins",50
680,"beef,whole milk,brown bread,specialty chocolate,newspapers",57
681,"pip fruit,other vegetables,butter milk,cream cheese ,rolls/buns",67
682,"sausage,whole milk,rolls/buns,coffee,chocolate",18
683,"pastry,coffee",80
684,"chicken,beef,specialty chocolate",60
685,"root vegetables,other vegetables,whole milk,sliced cheese,frozen vegetables,frozen fish,frozen dessert,chocolate",20
686,"whole milk,frozen meals,rolls/buns",26
687,detergent,63
688,"rolls/buns,canned fish",19
689,house keeping products,25
690,"yogurt,salt,jam,sparkling wine,cleaner",76
691,"tropical fruit,curd,sliced cheese,rolls/buns,soda",54
692,tropical fruit,63
693,"curd,UHT-milk,artif. sweetener,dental care",20
694,"beef,berries,onions,rolls/buns",43
695,"whole milk,brown bread,pasta,margarine,bottled water,napkins,newspapers",63
696,"pork,UHT-milk,bottled water,soda,canned beer",61
697,"other vegetables,curd,yogurt,curd cheese,margarine,cleaner,hygiene articles",24
698,"rolls/buns,soda,fruit/vegetable juice,canned beer,white wine,long life bakery product,shopping bags",79
699,"frankfurter,pip fruit,whole milk,rolls/buns,roll products ",57
700,"yogurt,hygiene articles,newspapers,shopping bags",71
701,"whole milk,curd,sliced cheese,cat food,coffee",63
702,"bottled water,candy",75
703,"frankfurter,beef,butter",65
704,"rolls/buns,soda,snack products,shopping bags",40
705,"whole milk,pastry,bottled water,hygiene articles",19
706,rolls/buns,64
707,"chicken,onions,other vegetables,whole milk,brown bread,white wine,red/blush wine",36
708,"tropical fruit,onions,whole milk,butter,dishes",35
709,"sausage,turkey,other vegetables,yogurt,brown bread,oil,hygiene articles,shopping bags",30
710,"sausage,other vegetables,whole milk,curd,hard cheese,soda,candy,newspapers",49
711,"frankfurter,citrus fruit,pastry,margarine,ready soups,instant coffee,shopping bags",49
712,"UHT-milk,frozen dessert,fruit/vegetable juice,decalcifier,newspapers",48
713,"rolls/buns,newspapers",45
714,canned beer,79
715,"yogurt,specialty bar",63
716,"whipped/sour cream,specialty bar",48
717,"rolls/buns,canned beer",28
718,rolls/buns,46
719,"beverages,rolls/buns",35
720,rolls/buns,52
721,"rolls/buns,shopping bags",57
722,bottled beer,71
723,"citrus fruit,curd,yogurt,sliced cheese,rolls/buns,oil,bottled water",71
724,"bottled water,soda",26
725,pastry,62
726,"domestic eggs,rolls/buns,pastry,coffee,candles",70
727,"beef,pip fruit,root vegetables,rolls/buns,margarine",51
728,"spread cheese,rolls/buns,bottled water,newspapers",57
729,"tropical fruit,spread cheese,rolls/buns,soda",76
730,"packaged fruit/vegetables,canned beer,candles",43
731,"whole milk,yogurt,bottled beer,white wine,salty snack,napkins",27
732,"meat,beef,other vegetables,whole milk,butter,domestic eggs,rolls/buns",44
733,"onions,whole milk,bottled beer,liquor (appetizer),detergent,dishes",52
734,"frankfurter,grapes,other vegetables,butter milk,UHT-milk,brown bread,margarine,organic products,bottled water,soda",29
735,"beef,rolls/buns,bottled beer",36
736,beef,32
737,"sausage,bottled beer,liquor (appetizer)",24
738,"chicken,onions,herbs,hygiene articles",38
739,canned beer,70
740,"sausage,root vegetables,other vegetables,whole milk,bottled beer,seasonal products",67
741,"tropical fruit,whole milk,curd,yogurt,whipped/sour cream",19
742,"frankfurter,rolls/buns,soda,abrasive cleaner,newspapers,flower (seeds)",37
743,"sausage,tropical fruit,semi-finished bread",78
744,"beef,tropical fruit,root vegetables,yogurt",33
745,"tropical fruit,pastry,flour,rum",29
746,yogurt,54
747,"frankfurter,rolls/buns,mustard",74
748,bottled beer,36
749,"grapes,soda",28
750,"beverages,rolls/buns",75
751,"curd,bottled beer,pot plants",48
752,"ice cream,sugar,flower (seeds)",27
753,"sausage,rolls/buns,soda,canned beer,shopping bags",51
754,other vegetables,74
755,"dessert,beverages,bottled water",80
756,decalcifier,30
757,canned beer,54
758,coffee,66
759,"berries,other vegetables,whole milk,whipped/sour cream",36
760,"pork,tropical fruit,rolls/buns,semi-finished bread,bottled beer,newspapers",16
761,"frankfurter,chicken,pork,citrus fruit,other vegetables,whole milk,butter milk,whipped/sour cream,cream cheese ,frozen dessert,domestic eggs,rolls/buns,sugar,baking powder",35
762,"pork,beef,whole milk,domestic eggs,bottled water,bottled beer,hygiene articles",80
763,"frankfurter,pork,citrus fruit,root vegetables,onions,other vegetables,packaged fruit/vegetables,cat food,bottled water",31
764,"frozen dessert,brandy",24
765,"chicken,other vegetables,packaged fruit/vegetables,condensed milk,frozen vegetables,fruit/vegetable juice",79
766,"vinegar,oil",38
767,"rolls/buns,soda,specialty bar",74
768,whole milk,75
769,"pork,root vegetables,whole milk,whipped/sour cream",75
770,"rolls/buns,newspapers",76
771,"grapes,other vegetables,zwieback,Instant food products,dishes",49
772,"frankfurter,citrus fruit,whipped/sour cream,cream cheese ,rolls/buns,baking powder,seasonal products,napkins",21
773,"finished products,root vegetables,packaged fruit/vegetables,yogurt,specialty cheese,frozen vegetables,ice cream,soda,bottled beer",20
774,"onions,other vegetables,flour",36
775,"tropical fruit,whole milk,rolls/buns",66
776,"other vegetables,cream cheese ,tea,chocolate,chocolate marshmallow",33
777,"ham,turkey,beef,other vegetables,whole milk,pot plants",48
778,"other vegetables,whole milk,margarine,bottled beer",17
779,curd,22
780,"sausage,beef,other vegetables",35
781,"canned beer,liquor (appetizer),chewing gum",52
782,"ham,chicken,citrus fruit,berries,onions,whole milk,curd,yogurt,frozen vegetables,rolls/buns,margarine,soda,liquor (appetizer),cake bar,candy,seasonal products,skin care",59
783,"packaged fruit/vegetables,whole milk,dessert,yogurt,UHT-milk,margarine,bottled water,long life bakery product",42
784,"meat,rolls/buns,soda,specialty bar",47
785,"whole milk,dessert",72
786,canned beer,44
787,"chicken,UHT-milk,rolls/buns,coffee,long life bakery product,house keeping products",73
788,"rolls/buns,red/blush wine,newspapers",18
789,"pet care,bottled water",19
790,"root vegetables,other vegetables,soda,shopping bags",34
791,pastry,78
792,"frankfurter,hamburger meat,whole milk,domestic eggs,rolls/buns,brown bread,margarine,bottled water,flower (seeds)",79
793,"chicken,grapes,whole milk,whipped/sour cream,mayonnaise",33
794,"frozen dessert,semi-finished bread",43
795,"citrus fruit,tropical fruit,grapes,yogurt,rolls/buns,margarine,canned fruit,bottled water,soda,misc. beverages,candy,female sanitary products,shopping bags",30
796,"sausage,pork,beef,berries,root vegetables,whole milk,butter,rolls/buns,cat food,bottled water,newspapers",32
797,"root vegetables,onions,other vegetables,packaged fruit/vegetables,whole milk,whipped/sour cream,frozen vegetables,rolls/buns,pasta,soups,baking powder,soda,detergent",61
798,"root vegetables,whole milk,yogurt,rolls/buns",43
799,bottled beer,65
800,"frankfurter,canned beer",31
801,"root vegetables,whole milk,butter,coffee",75
802,"berries,other vegetables,whipped/sour cream,UHT-milk,bottled water,soda,hygiene articles,newspapers",20
803,hamburger meat,67
804,"tropical fruit,whole milk,rolls/buns,semi-finished bread,margarine,fruit/vegetable juice,long life bakery product,newspapers",28
805,"frankfurter,pork,beverages,frozen meals,waffles",22
806,"frankfurter,sausage,frozen fish,margarine,specialty bar",18
807,"soda,newspapers",20
808,ice cream,59
809,"beef,whole milk,frozen vegetables,brown bread,pastry,coffee",33
